,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
19,2015/8/16,273,15289.67,1761,13513,0,16,16,0,0,organic,2015,SanFrancisco
20,2015/8/9,272,15564.78,1802,13737,0,25,25,0,0,organic,2015,SanFrancisco
21,2015/8/2,276,13936.04,1763,12145,0,28,28,0,0,organic,2015,SanFrancisco
22,2015/7/26,275,15953.01,2893,13047,0,13,13,0,0,organic,2015,SanFrancisco
23,2015/7/19,236,19558.81,3894,15665,0,0,0,0,0,organic,2015,SanFrancisco
24,2015/7/12,209,23141.66,7913,15213,0,16,16,0,0,organic,2015,SanFrancisco
25,2015/7/5,196,23306.75,13491,9797,0,19,19,0,0,organic,2015,SanFrancisco
26,2015/6/28,196,19868.9,12195,7667,0,6,6,0,0,organic,2015,SanFrancisco
27,2015/6/21,195,23502.62,14256,9228,0,19,16,3,0,organic,2015,SanFrancisco
28,2015/6/14,195,23972.69,15257,8712,0,3,3,0,0,organic,2015,SanFrancisco
29,2015/6/7,196,22886.87,14838,8027,0,22,22,0,0,organic,2015,SanFrancisco
30,2015/5/31,154,24581.46,15943,8626,0,12,12,0,0,organic,2015,SanFrancisco
31,2015/5/24,152,29319.95,19270,10025,0,25,25,0,0,organic,2015,SanFrancisco
32,2015/5/17,153,31271.46,22521,8741,0,9,9,0,0,organic,2015,SanFrancisco
33,2015/5/10,148,33676.05,23021,10608,0,47,47,0,0,organic,2015,SanFrancisco
34,2015/5/3,155,29248.72,19043,10162,0,43,43,0,0,organic,2015,SanFrancisco
35,2015/4/26,152,31950.47,22964,8946,0,40,40,0,0,organic,2015,SanFrancisco
36,2015/4/19,155,28984.95,19781,9164,0,40,40,0,0,organic,2015,SanFrancisco
37,2015/4/12,154,28220.45,18888,9333,0,0,0,0,0,organic,2015,SanFrancisco
38,2015/4/5,155,26530.7,17105,9426,0,0,0,0,0,organic,2015,SanFrancisco
39,2015/3/29,155,28094.96,18873,9216,0,6,6,0,0,organic,2015,SanFrancisco
40,2015/3/22,134,21370.71,12997,8370,0,3,3,0,0,organic,2015,SanFrancisco
41,2015/3/15,156,21389.7,13269,8106,0,15,15,0,0,organic,2015,SanFrancisco
42,2015/3/8,156,20111.3,12934,7159,0,18,18,0,0,organic,2015,SanFrancisco
43,2015/3/1,109,49820.01,34980,14818,0,22,22,0,0,organic,2015,SanFrancisco
44,2015/2/22,139,37223.45,25493,11725,0,6,6,0,0,organic,2015,SanFrancisco
45,2015/2/15,155,24986.4,16515,8294,0,177,177,0,0,organic,2015,SanFrancisco
46,2015/2/8,135,27556.76,17561,9397,0,599,599,0,0,organic,2015,SanFrancisco
47,2015/2/1,106,57802.02,38413,19161,0,228,228,0,0,organic,2015,SanFrancisco
48,2015/1/25,134,27146.81,17038,9880,0,229,229,0,0,organic,2015,SanFrancisco
49,2015/1/18,127,41482.48,26336,14789,0,357,357,0,0,organic,2015,SanFrancisco
50,2015/1/11,112,29676.78,17907,11586,0,183,183,0,0,organic,2015,SanFrancisco
51,2015/1/4,118,22630.58,13176,9028,0,427,427,0,0,organic,2015,SanFrancisco
0,2015/12/27,151,21378.66,610,13104,4,7661,80,7580,0,organic,2015,Seattle
1,2015/12/20,155,22819.1,506,13426,12,8875,52,8823,0,organic,2015,Seattle
2,2015/12/13,103,53336.93,618,19731,35,32953,52,32902,0,organic,2015,Seattle
3,2015/12/6,206,16605.6,557,11750,15,4284,12,4272,0,organic,2015,Seattle
4,2015/11/29,206,17765.82,647,13403,35,3681,31,3650,0,organic,2015,Seattle
5,2015/11/22,114,64822.88,969,22036,52,41766,116,41650,0,organic,2015,Seattle
6,2015/11/15,150,27437.74,2049,11966,17,13405,290,13115,0,organic,2015,Seattle
7,2015/11/8,146,31602.66,7713,14740,55,9095,470,8625,0,organic,2015,Seattle
8,2015/11/1,125,55167.3,7748,20764,419,26236,9128,17108,0,organic,2015,Seattle
9,2015/10/25,174,25757.73,3749,11951,64,9994,647,9347,0,organic,2015,Seattle
10,2015/10/18,188,23132.95,4351,11841,20,6921,1027,5894,0,organic,2015,Seattle
11,2015/10/11,175,26750.05,4297,13216,12,9225,3,9222,0,organic,2015,Seattle
12,2015/10/4,173,34022.57,4207,19775,7,10034,6,10028,0,organic,2015,Seattle
13,2015/9/27,175,24607.2,4793,11315,7,8492,3,8489,0,organic,2015,Seattle
14,2015/9/20,197,17859.24,4479,8806,16,4558,3,4555,0,organic,2015,Seattle
15,2015/9/13,211,22913.05,5767,11753,7,5387,15,5372,0,organic,2015,Seattle
16,2015/9/6,199,23890.32,5475,11441,5,6969,3,6966,0,organic,2015,Seattle
17,2015/8/30,158,48176.23,5556,35591,3,7026,0,7026,0,organic,2015,Seattle
18,2015/8/23,190,34978.87,5058,23396,32,6493,0,6493,0,organic,2015,Seattle
19,2015/8/16,170,47726.72,7048,27538,3,13138,0,13138,0,organic,2015,Seattle
20,2015/8/9,196,27798.35,7895,14573,17,5313,0,5313,0,organic,2015,Seattle
21,2015/8/2,204,26756.69,8531,14816,56,3353,0,3353,0,organic,2015,Seattle
22,2015/7/26,220,27737.07,8288,18816,50,582,0,582,0,organic,2015,Seattle
23,2015/7/19,164,49484.06,7840,35594,73,5978,0,5978,0,organic,2015,Seattle
24,2015/7/12,223,25100.98,6831,18169,16,85,0,85,0,organic,2015,Seattle
25,2015/7/5,198,29929.57,8841,20808,280,0,0,0,0,organic,2015,Seattle
26,2015/6/28,171,46229.47,8112,37972,145,0,0,0,0,organic,2015,Seattle
27,2015/6/21,175,38093.47,8728,29192,91,82,0,82,0,organic,2015,Seattle
28,2015/6/14,203,31901.63,10612,20744,197,349,0,349,0,organic,2015,Seattle
29,2015/6/7,201,33404.92,10962,21346,37,1059,0,1059,0,organic,2015,Seattle
30,2015/5/31,165,53822.93,11101,41131,84,1508,0,1508,0,organic,2015,Seattle
31,2015/5/24,185,30993.39,10926,17450,33,2584,0,2584,0,organic,2015,Seattle
32,2015/5/17,181,33553.42,10837,18774,12,3930,0,3930,0,organic,2015,Seattle
33,2015/5/10,166,37079.86,9691,22160,58,5171,0,5171,0,organic,2015,Seattle
34,2015/5/3,156,37257.59,8323,21228,12,7695,15,7680,0,organic,2015,Seattle
35,2015/4/26,166,39909.48,8196,30041,74,1598,0,1598,0,organic,2015,Seattle
36,2015/4/19,176,36734.87,9789,24648,73,2226,0,2226,0,organic,2015,Seattle
37,2015/4/12,159,61024.8,8715,48802,45,3462,3,3459,0,organic,2015,Seattle
38,2015/4/5,192,29692.3,6708,22605,44,335,0,335,0,organic,2015,Seattle
39,2015/3/29,156,56106.52,8899,43641,18,3548,0,3548,0,organic,2015,Seattle
40,2015/3/22,153,51355.58,10717,38095,31,2512,0,2512,0,organic,2015,Seattle
41,2015/3/15,180,26717.98,8979,17521,15,203,0,203,0,organic,2015,Seattle
42,2015/3/8,162,47476.51,7057,38276,95,2048,0,2048,0,organic,2015,Seattle
43,2015/3/1,171,24530.11,8762,14933,226,608,0,608,0,organic,2015,Seattle
44,2015/2/22,150,35183.3,13839,20646,83,615,0,615,0,organic,2015,Seattle
45,2015/2/15,159,37469,11803,22861,51,2754,116,2638,0,organic,2015,Seattle
46,2015/2/8,140,54484.31,8561,34897,33,10993,587,10406,0,organic,2015,Seattle
47,2015/2/1,144,40334.59,12927,21460,35,5912,407,5505,0,organic,2015,Seattle
48,2015/1/25,170,29354.75,6876,17363,7,5108,453,4655,0,organic,2015,Seattle
49,2015/1/18,145,44616.23,6223,30225,7,8161,217,7945,0,organic,2015,Seattle
50,2015/1/11,146,46687.01,8692,33362,13,4620,223,4397,0,organic,2015,Seattle
51,2015/1/4,149,33795.91,6822,20721,1,6252,453,5799,0,organic,2015,Seattle
0,2015/12/27,171,3617.71,562,1203,307,1547,1517,30,0,organic,2015,SouthCarolina
1,2015/12/20,177,3240.71,572,1281,344,1043,1033,10,0,organic,2015,SouthCarolina
2,2015/12/13,174,3893.76,558,1373,268,1694,1602,92,0,organic,2015,SouthCarolina
3,2015/12/6,173,3775.9,575,1196,295,1710,1594,116,0,organic,2015,SouthCarolina
4,2015/11/29,171,3543.38,370,1186,349,1639,1472,166,0,organic,2015,SouthCarolina
5,2015/11/22,189,3128.95,558,1342,372,857,847,10,0,organic,2015,SouthCarolina
6,2015/11/15,182,3595.26,576,1273,374,1373,1366,6,0,organic,2015,SouthCarolina
7,2015/11/8,174,4719.1,638,1186,423,2472,2429,43,0,organic,2015,SouthCarolina
8,2015/11/1,175,4052.15,506,1292,526,1727,1626,101,0,organic,2015,SouthCarolina
9,2015/10/25,177,4663.44,601,1367,589,2106,2089,17,0,organic,2015,SouthCarolina
10,2015/10/18,184,4333.43,520,1512,500,1802,1726,75,0,organic,2015,SouthCarolina
11,2015/10/11,179,4198.66,610,1494,511,1583,1240,343,0,organic,2015,SouthCarolina
12,2015/10/4,196,3776.95,576,1476,464,1261,1192,69,0,organic,2015,SouthCarolina
13,2015/9/27,206,2725.27,510,1237,451,528,528,0,0,organic,2015,SouthCarolina
14,2015/9/20,191,3850.51,409,1328,482,1631,1623,8,0,organic,2015,SouthCarolina
15,2015/9/13,198,3338.53,511,1315,466,1047,1036,11,0,organic,2015,SouthCarolina
16,2015/9/6,200,4032.41,541,1732,545,1214,1166,47,0,organic,2015,SouthCarolina
17,2015/8/30,192,4295.83,659,1484,555,1598,1458,140,0,organic,2015,SouthCarolina
18,2015/8/23,191,4907.1,806,1883,573,1645,1309,336,0,organic,2015,SouthCarolina
19,2015/8/16,197,4371.78,751,1634,550,1436,1322,114,0,organic,2015,SouthCarolina
20,2015/8/9,200,3813.54,610,1768,661,774,707,66,0,organic,2015,SouthCarolina
21,2015/8/2,194,3856.28,637,1407,535,1278,947,331,0,organic,2015,SouthCarolina
22,2015/7/26,181,3851.22,826,1300,416,1310,776,534,0,organic,2015,SouthCarolina
23,2015/7/19,179,4076.63,635,1339,481,1622,1141,481,0,organic,2015,SouthCarolina
24,2015/7/12,184,4614.82,586,1449,539,2041,1609,432,0,organic,2015,SouthCarolina
25,2015/7/5,184,3840.59,535,1440,595,1269,909,360,0,organic,2015,SouthCarolina
26,2015/6/28,190,3772.87,687,1498,549,1039,719,320,0,organic,2015,SouthCarolina
27,2015/6/21,207,3191.86,585,1527,542,538,430,108,0,organic,2015,SouthCarolina
28,2015/6/14,199,3921.5,665,1471,599,1187,1107,79,0,organic,2015,SouthCarolina
29,2015/6/7,195,3556.7,499,1235,500,1324,1237,87,0,organic,2015,SouthCarolina
30,2015/5/31,202,3405.9,613,1455,541,797,661,137,0,organic,2015,SouthCarolina
31,2015/5/24,199,3812.69,617,1406,644,1145,1059,86,0,organic,2015,SouthCarolina
32,2015/5/17,144,5434.12,718,2245,1424,1047,945,102,0,organic,2015,SouthCarolina
33,2015/5/10,187,3783.3,822,1102,487,1372,1049,322,0,organic,2015,SouthCarolina
34,2015/5/3,192,3336.76,451,1267,751,868,863,5,0,organic,2015,SouthCarolina
35,2015/4/26,202,3545.7,685,1269,486,1106,1023,83,0,organic,2015,SouthCarolina
36,2015/4/19,187,4376.04,632,1637,593,1514,1502,12,0,organic,2015,SouthCarolina
37,2015/4/12,194,4030.76,527,1873,722,908,777,131,0,organic,2015,SouthCarolina
38,2015/4/5,197,3601.21,581,1475,518,1026,944,82,0,organic,2015,SouthCarolina
39,2015/3/29,193,3194.76,727,1386,623,458,455,3,0,organic,2015,SouthCarolina
40,2015/3/22,177,4156.05,610,1876,528,1141,1042,100,0,organic,2015,SouthCarolina
41,2015/3/15,150,5224.18,516,2676,569,1463,823,640,0,organic,2015,SouthCarolina
42,2015/3/8,153,4954.18,498,2462,537,1457,1109,347,0,organic,2015,SouthCarolina
43,2015/3/1,152,4830.76,467,2571,531,1262,870,392,0,organic,2015,SouthCarolina
44,2015/2/22,169,3614.76,484,1877,412,842,707,135,0,organic,2015,SouthCarolina
45,2015/2/15,172,3363.2,459,1290,428,1186,1170,16,0,organic,2015,SouthCarolina
46,2015/2/8,156,6072.82,476,2142,552,2903,2600,303,0,organic,2015,SouthCarolina
47,2015/2/1,166,3977.03,457,1273,503,1744,1580,164,0,organic,2015,SouthCarolina
48,2015/1/25,201,2865.92,777,622,450,1017,970,47,0,organic,2015,SouthCarolina
49,2015/1/18,193,3024.32,687,657,310,1371,1346,25,0,organic,2015,SouthCarolina
50,2015/1/11,206,2304.3,475,794,358,678,675,3,0,organic,2015,SouthCarolina
51,2015/1/4,186,3351.76,356,755,439,1802,1769,33,0,organic,2015,SouthCarolina
0,2015/12/27,139,56297.88,21951,3751,0,30596,26669,3927,0,organic,2015,SouthCentral
1,2015/12/20,141,52488.05,21128,3331,0,28029,24356,3674,0,organic,2015,SouthCentral
2,2015/12/13,143,59392.62,22665,4693,0,32034,31726,308,0,organic,2015,SouthCentral
3,2015/12/6,149,52066.09,22080,4496,0,25489,25094,395,0,organic,2015,SouthCentral
4,2015/11/29,147,48739.53,21480,3492,0,23768,21567,2200,0,organic,2015,SouthCentral
5,2015/11/22,153,49426.32,22587,3632,0,23207,23046,162,0,organic,2015,SouthCentral
6,2015/11/15,150,57245.86,25332,4492,3,27419,27000,418,0,organic,2015,SouthCentral
7,2015/11/8,151,57570.79,26587,4971,0,26013,25470,544,0,organic,2015,SouthCentral
8,2015/11/1,151,57066.49,24717,4952,0,27397,27000,397,0,organic,2015,SouthCentral
9,2015/10/25,152,65708.3,30227,4504,0,30978,30802,176,0,organic,2015,SouthCentral
10,2015/10/18,149,60543.94,30086,4881,0,25577,24530,1047,0,organic,2015,SouthCentral
11,2015/10/11,151,59217.48,26166,5053,0,27999,26778,1221,0,organic,2015,SouthCentral
12,2015/10/4,155,59719.09,24325,5205,0,30188,29923,265,0,organic,2015,SouthCentral
13,2015/9/27,153,62096.82,33019,5744,0,23333,23135,199,0,organic,2015,SouthCentral
14,2015/9/20,153,66134.27,33313,4393,0,28429,28384,45,0,organic,2015,SouthCentral
15,2015/9/13,150,70718.4,30872,4926,0,34921,34652,269,0,organic,2015,SouthCentral
16,2015/9/6,149,62392.78,31057,5271,0,26065,25666,399,0,organic,2015,SouthCentral
17,2015/8/30,133,75913.85,42627,5042,0,28245,25411,2834,0,organic,2015,SouthCentral
18,2015/8/23,139,70321.03,40616,6512,0,23193,21264,1929,0,organic,2015,SouthCentral
19,2015/8/16,145,62132.94,32499,7977,0,21657,20726,931,0,organic,2015,SouthCentral
20,2015/8/9,142,79568.82,43853,8144,0,27572,27328,244,0,organic,2015,SouthCentral
21,2015/8/2,137,59918.41,40814,6636,71,12397,12075,322,0,organic,2015,SouthCentral
22,2015/7/26,126,62027.52,47466,5753,0,8809,7114,1695,0,organic,2015,SouthCentral
23,2015/7/19,131,56107.03,41371,6318,0,8419,6212,2207,0,organic,2015,SouthCentral
24,2015/7/12,127,59760.16,42968,5971,0,10821,7289,3532,0,organic,2015,SouthCentral
25,2015/7/5,134,64364.81,45826,6094,0,12445,11980,464,0,organic,2015,SouthCentral
26,2015/6/28,135,55512.87,37684,5875,0,11954,11252,702,0,organic,2015,SouthCentral
27,2015/6/21,140,54782.92,36432,6687,0,11665,11427,238,0,organic,2015,SouthCentral
28,2015/6/14,138,51786.11,35863,5766,0,10157,10084,73,0,organic,2015,SouthCentral
29,2015/6/7,137,49534.9,34890,5389,0,9256,8464,792,0,organic,2015,SouthCentral
30,2015/5/31,141,51748.65,33590,4661,0,13498,13293,206,0,organic,2015,SouthCentral
31,2015/5/24,139,62670.56,43918,5442,0,13310,12139,1171,0,organic,2015,SouthCentral
32,2015/5/17,141,56568.67,38625,5554,0,12389,11844,545,0,organic,2015,SouthCentral
33,2015/5/10,140,56625.63,35986,4599,0,16041,14959,1082,0,organic,2015,SouthCentral
34,2015/5/3,143,42345.48,25705,4666,0,11974,11190,784,0,organic,2015,SouthCentral
35,2015/4/26,143,61953.59,38075,7688,0,16190,15665,525,0,organic,2015,SouthCentral
36,2015/4/19,139,66454.5,44633,5565,31,16226,15914,311,0,organic,2015,SouthCentral
37,2015/4/12,140,71697.82,42156,5686,37,23819,23577,242,0,organic,2015,SouthCentral
38,2015/4/5,140,76942.46,39793,8032,768,28349,28047,302,0,organic,2015,SouthCentral
39,2015/3/29,142,60007.19,28873,5897,0,25237,25143,94,0,organic,2015,SouthCentral
40,2015/3/22,137,71375.61,39986,7287,0,24103,23953,149,0,organic,2015,SouthCentral
41,2015/3/15,138,66049.13,38410,6529,0,21110,20733,377,0,organic,2015,SouthCentral
42,2015/3/8,144,56752.92,28364,5524,0,22865,22753,112,0,organic,2015,SouthCentral
43,2015/3/1,134,80536.06,40562,5847,0,34127,34003,124,0,organic,2015,SouthCentral
44,2015/2/22,137,81291.05,43058,6628,0,31606,31043,562,0,organic,2015,SouthCentral
45,2015/2/15,139,77922.66,32655,7468,0,37800,37377,423,0,organic,2015,SouthCentral
46,2015/2/8,139,65372.85,28171,6887,0,30315,29647,669,0,organic,2015,SouthCentral
47,2015/2/1,128,64156.46,33409,10410,0,20337,19943,394,0,organic,2015,SouthCentral
48,2015/1/25,137,58961.59,34211,8792,0,15958,15613,345,0,organic,2015,SouthCentral
49,2015/1/18,127,65242.77,32913,6344,0,25985,25780,205,0,organic,2015,SouthCentral
50,2015/1/11,139,53328.53,27768,8597,0,16964,16873,91,0,organic,2015,SouthCentral
51,2015/1/4,135,53494.91,24140,8586,0,20769,20622,146,0,organic,2015,SouthCentral
0,2015/12/27,170,25732.69,9112,5397,487,10737,9824,913,0,organic,2015,Southeast
1,2015/12/20,180,25412.6,11041,5880,517,7975,7873,102,0,organic,2015,Southeast
2,2015/12/13,174,24743.66,9361,5604,384,9395,8680,715,0,organic,2015,Southeast
3,2015/12/6,166,26746.71,10128,5809,431,10378,8092,2287,0,organic,2015,Southeast
4,2015/11/29,163,24450.39,7634,5930,556,10331,7563,2767,0,organic,2015,Southeast
5,2015/11/22,181,23612,9893,6161,575,6983,6649,334,0,organic,2015,Southeast
6,2015/11/15,175,30790.79,11283,5218,591,13698,13394,304,0,organic,2015,Southeast
7,2015/11/8,173,32091.23,10424,6052,621,14995,14060,935,0,organic,2015,Southeast
8,2015/11/1,173,29978.74,8836,6600,821,13721,12660,1061,0,organic,2015,Southeast
9,2015/10/25,178,29706.6,10169,7182,912,11445,11095,350,0,organic,2015,Southeast
10,2015/10/18,191,29054.81,9311,7824,842,11078,9871,1207,0,organic,2015,Southeast
11,2015/10/11,178,33922.49,9387,8347,819,15370,12303,3067,0,organic,2015,Southeast
12,2015/10/4,184,31299.72,9535,8541,723,12501,10505,1995,0,organic,2015,Southeast
13,2015/9/27,201,22416.55,8882,7231,736,5567,5375,192,0,organic,2015,Southeast
14,2015/9/20,192,27123.43,8458,7806,723,10137,10097,40,0,organic,2015,Southeast
15,2015/9/13,195,25470.62,8641,8109,712,8008,7673,335,0,organic,2015,Southeast
16,2015/9/6,190,30582.99,8521,9414,830,11817,11330,487,0,organic,2015,Southeast
17,2015/8/30,174,33530.11,9183,8692,802,14852,12186,2666,0,organic,2015,Southeast
18,2015/8/23,171,37578.78,10061,10002,836,16679,12973,3706,0,organic,2015,Southeast
19,2015/8/16,175,36529.07,9052,9071,836,17570,16883,687,0,organic,2015,Southeast
20,2015/8/9,190,29598.14,9939,8881,1019,9759,8916,843,0,organic,2015,Southeast
21,2015/8/2,188,28234.61,9411,7533,820,10470,8399,2071,0,organic,2015,Southeast
22,2015/7/26,167,33855.61,9843,6914,673,16425,13023,3403,0,organic,2015,Southeast
23,2015/7/19,153,35667.73,7915,6778,734,20241,14691,5550,0,organic,2015,Southeast
24,2015/7/12,172,37288.73,7725,6549,810,22205,18522,3684,0,organic,2015,Southeast
25,2015/7/5,172,27947.09,10368,6914,931,9734,6810,2925,0,organic,2015,Southeast
26,2015/6/28,174,29549.92,13344,7207,824,8174,4887,3287,0,organic,2015,Southeast
27,2015/6/21,188,25842.76,11965,7759,832,5287,4198,1089,0,organic,2015,Southeast
28,2015/6/14,187,27578.12,12629,6491,878,7581,6625,956,0,organic,2015,Southeast
29,2015/6/7,175,30089.62,13383,5785,777,10145,8480,1665,0,organic,2015,Southeast
30,2015/5/31,181,29247.9,12021,6624,809,9794,8480,1314,0,organic,2015,Southeast
31,2015/5/24,178,30206.24,11449,7224,951,10583,8431,2152,0,organic,2015,Southeast
32,2015/5/17,170,30978.21,13361,7486,2397,7735,6176,1559,0,organic,2015,Southeast
33,2015/5/10,177,30778.46,12264,6022,723,11770,10022,1747,0,organic,2015,Southeast
34,2015/5/3,170,30991.09,13622,6638,1078,9653,9247,406,0,organic,2015,Southeast
35,2015/4/26,170,33155.61,18579,7341,711,6525,6215,310,0,organic,2015,Southeast
36,2015/4/19,169,34095.71,11390,9303,880,12523,12329,194,0,organic,2015,Southeast
37,2015/4/12,182,29548.36,12145,11196,992,5215,4846,369,0,organic,2015,Southeast
38,2015/4/5,178,30801.68,11238,8453,803,10308,8803,1505,0,organic,2015,Southeast
39,2015/3/29,184,29745.23,14076,7150,865,7654,7384,270,0,organic,2015,Southeast
40,2015/3/22,173,33825.57,12360,9572,746,11148,10339,809,0,organic,2015,Southeast
41,2015/3/15,148,44030.34,11717,17032,805,14477,9653,4823,0,organic,2015,Southeast
42,2015/3/8,147,46965.06,10518,19351,802,16294,12210,4084,0,organic,2015,Southeast
43,2015/3/1,146,47299.44,9548,20649,728,16374,12383,3991,0,organic,2015,Southeast
44,2015/2/22,159,37584.04,10317,15076,586,11604,9687,1918,0,organic,2015,Southeast
45,2015/2/15,164,31775.03,9543,10815,666,10751,10040,711,0,organic,2015,Southeast
46,2015/2/8,151,50546.78,10198,16658,793,22898,20283,2615,0,organic,2015,Southeast
47,2015/2/1,160,35085.7,8698,9369,805,16214,14673,1541,0,organic,2015,Southeast
48,2015/1/25,181,23809.3,9855,3187,613,10154,9640,514,0,organic,2015,Southeast
49,2015/1/18,179,25740,10781,3489,499,10971,10658,314,0,organic,2015,Southeast
50,2015/1/11,183,23690.65,10166,4678,524,8322,8164,157,0,organic,2015,Southeast
51,2015/1/4,175,27365.89,9307,3845,615,13598,13061,537,0,organic,2015,Southeast
0,2015/12/27,159,1723.36,42,1206,0,476,13,463,0,organic,2015,Spokane
1,2015/12/20,156,1711.63,42,1048,0,621,0,621,0,organic,2015,Spokane
2,2015/12/13,132,2568.24,39,1587,0,942,0,942,0,organic,2015,Spokane
3,2015/12/6,209,1153,57,973,0,123,0,123,0,organic,2015,Spokane
4,2015/11/29,180,1180.38,42,826,0,312,0,312,0,organic,2015,Spokane
5,2015/11/22,123,3886.59,96,1744,0,2047,7,2040,0,organic,2015,Spokane
6,2015/11/15,171,1807.99,85,1059,0,664,70,594,0,organic,2015,Spokane
7,2015/11/8,173,1837.88,118,1393,0,327,17,310,0,organic,2015,Spokane
8,2015/11/1,133,3213,158,1585,0,1469,0,1469,0,organic,2015,Spokane
9,2015/10/25,199,1405.75,221,810,0,375,0,375,0,organic,2015,Spokane
10,2015/10/18,189,1727.27,234,1103,0,390,8,382,0,organic,2015,Spokane
11,2015/10/11,180,2180.46,243,1442,0,496,8,487,0,organic,2015,Spokane
12,2015/10/4,192,2887.52,283,2419,4,182,13,169,0,organic,2015,Spokane
13,2015/9/27,191,1992.05,333,1382,0,277,0,277,0,organic,2015,Spokane
14,2015/9/20,213,1534.35,370,1128,0,37,0,37,0,organic,2015,Spokane
15,2015/9/13,206,1843.62,375,1301,0,168,0,168,0,organic,2015,Spokane
16,2015/9/6,212,1815.62,368,1199,0,249,0,249,0,organic,2015,Spokane
17,2015/8/30,158,4317.12,415,3576,0,326,0,326,0,organic,2015,Spokane
18,2015/8/23,211,1553.92,316,1027,9,201,0,201,0,organic,2015,Spokane
19,2015/8/16,177,4058.22,435,2735,0,888,0,888,0,organic,2015,Spokane
20,2015/8/9,207,2290.54,400,1610,0,281,0,281,0,organic,2015,Spokane
21,2015/8/2,211,2184.03,332,1800,0,52,0,52,0,organic,2015,Spokane
22,2015/7/26,207,2588.12,487,2058,2,42,0,42,0,organic,2015,Spokane
23,2015/7/19,155,4216.12,480,3202,0,534,0,534,0,organic,2015,Spokane
24,2015/7/12,207,2786.45,681,2106,0,0,0,0,0,organic,2015,Spokane
25,2015/7/5,185,3162.45,800,2363,0,0,0,0,0,organic,2015,Spokane
26,2015/6/28,161,4088.37,538,3551,0,0,0,0,0,organic,2015,Spokane
27,2015/6/21,159,4436.79,873,3564,0,0,0,0,0,organic,2015,Spokane
28,2015/6/14,188,3099.58,911,2160,0,28,0,28,0,organic,2015,Spokane
29,2015/6/7,188,3143.38,900,2052,0,192,0,192,0,organic,2015,Spokane
30,2015/5/31,155,4539.36,860,3616,2,61,0,61,0,organic,2015,Spokane
31,2015/5/24,176,2882.1,951,1618,4,309,0,309,0,organic,2015,Spokane
32,2015/5/17,178,2605.01,774,1610,8,214,0,214,0,organic,2015,Spokane
33,2015/5/10,176,3166.83,900,1926,0,341,0,341,0,organic,2015,Spokane
34,2015/5/3,162,4147.44,1381,2400,4,363,0,363,0,organic,2015,Spokane
35,2015/4/26,150,4160.45,1010,2865,0,285,0,285,0,organic,2015,Spokane
36,2015/4/19,169,4029.03,1570,2153,0,306,0,306,0,organic,2015,Spokane
37,2015/4/12,158,6356.7,837,5183,0,336,106,230,0,organic,2015,Spokane
38,2015/4/5,180,2703.36,668,1972,0,64,20,44,0,organic,2015,Spokane
39,2015/3/29,155,5611.76,759,4643,0,210,0,210,0,organic,2015,Spokane
40,2015/3/22,147,6982.04,1522,5302,0,157,0,157,0,organic,2015,Spokane
41,2015/3/15,166,3237.43,1140,2079,0,19,0,19,0,organic,2015,Spokane
42,2015/3/8,155,4836.49,1045,3523,2,267,0,267,0,organic,2015,Spokane
43,2015/3/1,158,3505.54,1238,2114,7,147,0,147,0,organic,2015,Spokane
44,2015/2/22,141,4655.86,2067,2588,0,0,0,0,0,organic,2015,Spokane
45,2015/2/15,151,4449.11,1630,2660,0,159,30,129,0,organic,2015,Spokane
46,2015/2/8,143,5788.14,1104,3974,2,709,223,485,0,organic,2015,Spokane
47,2015/2/1,138,6444.84,2284,3739,0,422,220,202,0,organic,2015,Spokane
48,2015/1/25,166,3313.55,612,2325,4,373,227,146,0,organic,2015,Spokane
49,2015/1/18,144,4363.13,583,3133,0,648,147,501,0,organic,2015,Spokane
50,2015/1/11,138,4780.87,1159,3193,2,427,140,287,0,organic,2015,Spokane
51,2015/1/4,130,5782.7,723,4221,0,838,223,615,0,organic,2015,Spokane
0,2015/12/27,107,7851.73,1348,936,12,5556,215,5341,0,organic,2015,StLouis
1,2015/12/20,134,5230.35,1228,866,9,3127,48,3079,0,organic,2015,StLouis
2,2015/12/13,180,2368.84,1003,927,0,439,26,413,0,organic,2015,StLouis
3,2015/12/6,212,2339.64,734,1478,0,128,25,103,0,organic,2015,StLouis
4,2015/11/29,158,3886.94,1749,1099,0,1039,33,1006,0,organic,2015,StLouis
5,2015/11/22,135,5054.8,1866,1133,0,2056,70,1986,0,organic,2015,StLouis
6,2015/11/15,125,5712.92,1627,1241,11,2835,227,2607,0,organic,2015,StLouis
7,2015/11/8,148,4963.92,1710,1279,195,1780,389,1391,0,organic,2015,StLouis
8,2015/11/1,104,7189.48,1567,976,278,4370,604,3766,0,organic,2015,StLouis
9,2015/10/25,120,6581.8,1676,1350,228,3328,40,3288,0,organic,2015,StLouis
10,2015/10/18,126,7031.45,1818,1798,0,3415,57,3359,0,organic,2015,StLouis
11,2015/10/11,157,4180.11,1198,1561,0,1421,77,1345,0,organic,2015,StLouis
12,2015/10/4,152,5141.68,1420,1780,0,1941,54,1887,0,organic,2015,StLouis
13,2015/9/27,194,3327.1,1305,1606,0,416,40,376,0,organic,2015,StLouis
14,2015/9/20,191,4036.73,1640,1871,0,525,99,426,0,organic,2015,StLouis
